,bd,bde,w,we,a,isanim,Item,Group,bd_f,bd_pasture_per_kg,kg_m2_tb,kg_m2_wwf,t_est,LQ,MQ,HQ
8,2.7471376799590026e-10,4.208752258894542e-12,43000.5,658.7891565423477,TGO,False,Groundnuts; with shell,Temperate nuts,,,,,1.1812829380707709e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
12,9.430902509938012e-11,8.408871257109193e-12,11991.666666666666,1069.2124221611455,TJK,False,Groundnuts; with shell,Temperate nuts,,,,,1.1309223926500666e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
6,4.4619294268763006e-10,2.835232689324883e-11,283100.3333333333,17988.97388628605,UGA,False,Groundnuts; with shell,Temperate nuts,,,,,0.00012631737080584895,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
22,1.2061777320032125e-11,3.878307692628241e-13,27.833333333333332,0.894944649643723,LUX,False,Walnuts; with shell,Temperate nuts,,,,,3.3571946874089413e-10,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
4,1.02287750960722e-09,5.904339362843312e-12,1762.0,10.170764201594906,URY,False,Groundnuts; with shell,Temperate nuts,,,,,1.8023101719279217e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
3,7.82675130673285e-11,5.299576603395729e-13,2676.1666666666665,18.12060930215873,VUT,False,Groundnuts; with shell,Temperate nuts,,,,,2.0945690955368228e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
2,3.1163366306417995e-10,3.954731510103849e-12,444280.8333333333,5638.066499827887,VNM,False,Groundnuts; with shell,Temperate nuts,,,,,0.0001384528635208731,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
1,2.356456204210376e-10,1.2349846771764734e-11,150925.33333333334,7909.778827033825,ZMB,False,Groundnuts; with shell,Temperate nuts,,,,,3.5564893810585245e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
0,1.6210598788802122e-09,3.048652200853782e-10,65739.16666666667,12363.260466255715,ZWE,False,Groundnuts; with shell,Temperate nuts,,,,,0.00010656712555435276,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
23,1.6480071196118668e-10,1.9755976808453804e-11,3808.6666666666665,456.5752747154422,LBN,False,Walnuts; with shell,Temperate nuts,,,,,6.276709782895063e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
17,1.0271657765162787e-10,1.3614797707165091e-11,2166847.8333333335,287209.67527810845,SDN,False,Groundnuts; with shell,Temperate nuts,,,,,0.00022257119373184496,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
24,2.2141366827592026e-11,1.3025852974723424e-13,6025.666666666667,35.449233392954326,KGZ,False,Walnuts; with shell,Temperate nuts,,,,,1.3341649604746035e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
25,1.5294335057799146e-11,3.4580521858307982e-12,2125.5,480.5759709857422,KAZ,False,Walnuts; with shell,Temperate nuts,,,,,3.250810916535209e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
26,1.5497989745585714e-10,9.975132109984393e-16,7.0,0.0,JOR,False,Walnuts; with shell,Temperate nuts,,,,,1.084859282191e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
27,4.709567712328939e-11,2.188552043618028e-12,12531.5,582.3424321937509,ITA,False,Walnuts; with shell,Temperate nuts,,,,,5.90179477870501e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
28,2.8251346144190687e-11,2.0737007794749658e-13,154.0,1.1303883305208782,PSE,False,Walnuts; with shell,Temperate nuts,,,,,4.3507073062053656e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
5,4.7845339876535493e-11,1.888823834486938e-12,2721850.0,107452.29494472835,USA,False,Groundnuts; with shell,Temperate nuts,,,,,0.00013022783834294813,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
18,1.033491208532731e-09,8.109874012881682e-11,27368.833333333332,2147.6504916441268,LKA,False,Groundnuts; with shell,Temperate nuts,,,,,2.8285448637797557e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
29,1.8078227172789055e-10,6.6105596914067206e-12,4317199.5,157864.511389734,NGA,False,Groundnuts; with shell,Temperate nuts,,,,,0.0007804731331125133,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
20,4.975958020908392e-10,1.0475272061279835e-10,49751.666666666664,10473.606090408262,ZAF,False,Groundnuts; with shell,Temperate nuts,,,,,2.4756220480356067e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
41,4.4299181514608905e-12,9.17691408834542e-15,16686.666666666668,34.5677006167018,LBY,False,Groundnuts; with shell,Temperate nuts,,,,,7.392056755404406e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
42,8.716732314371392e-10,7.977720112670307e-12,6450.833333333333,59.03926032107161,LBR,False,Groundnuts; with shell,Temperate nuts,,,,,5.623018737129078e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
43,6.289629398432651e-11,1.2866130642149545e-12,9208.333333333334,188.3666145618206,LBN,False,Groundnuts; with shell,Temperate nuts,,,,,5.791700404390066e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
44,3.398773238631869e-10,2.5143574345491627e-11,50695.333333333336,3750.3586988940633,LAO,False,Groundnuts; with shell,Temperate nuts,,,,,1.723019422568555e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
45,1.9717921351712633e-11,1.903970325614261e-12,365.8333333333333,35.32501212287806,KGZ,False,Groundnuts; with shell,Temperate nuts,,,,,7.213472894501538e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
46,4.617741028836104e-10,5.71901723803633e-11,18489.0,2289.8406179373173,KEN,False,Groundnuts; with shell,Temperate nuts,,,,,8.537741388215073e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
40,3.5979497829116404e-08,6.099828019088587e-11,58432.0,99.06086793257748,MDG,False,Groundnuts; with shell,Temperate nuts,,,,,0.00210235401715093,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
47,1.3538191563535914e-10,5.74632619708098e-12,14066.666666666666,597.0607016723523,JPN,False,Groundnuts; with shell,Temperate nuts,,,,,1.9043722799373852e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
49,7.444680253427936e-12,2.638830770399381e-13,15373.5,544.9268936696412,ISR,False,Groundnuts; with shell,Temperate nuts,,,,,1.1445079187607438e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
50,5.830176057687928e-12,1.0784229284907525e-13,15.166666666666666,0.2805418038433911,PSE,False,Groundnuts; with shell,Temperate nuts,,,,,8.842433687493357e-11,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
51,6.092909339110458e-11,2.5190344026366574e-13,5494.166666666667,22.714920043720003,IRQ,False,Groundnuts; with shell,Temperate nuts,,,,,3.347545939396271e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
52,1.0687621811646784e-12,4.119200800679546e-14,12222.166666666666,471.064186276767,IRN,False,Groundnuts; with shell,Temperate nuts,,,,,1.3062589505224894e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
53,7.468205948356888e-11,3.754694221461142e-12,964166.6666666666,48474.17219891817,IDN,False,Groundnuts; with shell,Temperate nuts,,,,,7.200595235207433e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
54,1.3641423899954582e-10,8.674034245383616e-12,7931380.0,504307.4754276623,IND,False,Groundnuts; with shell,Temperate nuts,,,,,0.0010819531669162177,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
48,3.367719809342393e-09,2.0503738178365055e-10,2418.0,147.2154505780181,JAM,False,Groundnuts; with shell,Temperate nuts,,,,,8.143146498989905e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
39,3.2496184069371105e-10,1.660115465768937e-11,330141.3333333333,16865.755966300916,MWI,False,Groundnuts; with shell,Temperate nuts,,,,,0.00010728333536907601,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
38,5.2245322376275214e-11,5.330958362384509e-12,252.33333333333334,25.747347939660234,MYS,False,Groundnuts; with shell,Temperate nuts,,,,,1.3183236346280112e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
37,1.6613259674664553e-10,1.6506780197784515e-11,386166.1666666667,38369.110925917616,MLI,False,Groundnuts; with shell,Temperate nuts,,,,,6.415478804403124e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
21,2.4671696964895003e-09,1.2287510612212635e-11,8229.5,40.98356716755849,SOM,False,Groundnuts; with shell,Temperate nuts,,,,,2.0303573017260342e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
22,4.554090285095046e-10,1.2320705789032456e-10,47920.5,12964.48565580002,SLE,False,Groundnuts; with shell,Temperate nuts,,,,,2.1823428350689714e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
23,2.0178187776246877e-10,2.157112804594254e-11,1315604.5,140642.32844894766,SEN,False,Groundnuts; with shell,Temperate nuts,,,,,0.00026546514640275385,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
24,5.264913112187813e-11,2.9236298112035095e-12,24.166666666666668,1.3419858143534626,KNA,False,Groundnuts; with shell,Temperate nuts,,,,,1.2723540021120548e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
25,3.584073661600493e-10,3.808008269323878e-11,16875.666666666668,1793.0066255480654,RWA,False,Groundnuts; with shell,Temperate nuts,,,,,6.048363242194939e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
26,6.76108905523255e-10,5.055390661836724e-12,29101.0,217.59353033682885,PHL,False,Groundnuts; with shell,Temperate nuts,,,,,1.9675445259632242e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
28,1.1978847406697867e-10,7.880653595764196e-12,93731.0,6166.379358171933,PAK,False,Groundnuts; with shell,Temperate nuts,,,,,1.1227893462771977e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
29,3.428630966198122e-11,1.2906939028743397e-13,1526.0,5.744562646538029,IRQ,False,Walnuts; with shell,Temperate nuts,,,,,5.232090854418334e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
30,1.1225467772319166e-10,6.066613341424362e-12,512500.1666666667,27697.20079059,NER,False,Groundnuts; with shell,Temperate nuts,,,,,5.753054104224868e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
31,1.2272744515743063e-09,4.295979200126365e-11,182434.16666666666,6385.966760608185,NIC,False,Groundnuts; with shell,Temperate nuts,,,,,0.0002238967918442489,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
32,4.624116514946175e-11,1.2818241393227594e-12,365.5,10.131770712850631,NAM,False,Groundnuts; with shell,Temperate nuts,,,,,1.6901145862128272e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
33,1.5204519875112764e-09,9.583779325890945e-11,119409.16666666667,7526.650702731325,MOZ,False,Groundnuts; with shell,Temperate nuts,,,,,0.0001815559047853986,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
34,1.3050730983304355e-10,3.5420682885485656e-12,35733.666666666664,969.839066451138,MAR,False,Groundnuts; with shell,Temperate nuts,,,,,4.663504707137367e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
35,4.813632715110033e-10,1.6651421720595374e-11,96037.16666666667,3322.138203833545,MEX,False,Groundnuts; with shell,Temperate nuts,,,,,4.622876473331415e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
36,2.9620792779946094e-11,8.635959417871934e-13,811.5,23.659329848685253,MRT,False,Groundnuts; with shell,Temperate nuts,,,,,2.4037273340926255e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
19,4.183821793796884e-11,3.8421587254453975e-12,11804.0,1084.005099414,KOR,False,Groundnuts; with shell,Temperate nuts,,,,,4.938583245397842e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
30,2.7154178722922535e-11,1.231778483252471e-12,357428.3333333333,16213.701581732701,IRN,False,Walnuts; with shell,Temperate nuts,,,,,9.705672843969662e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
40,1.0513867716110307e-10,3.3232516595667252e-12,1001666.6666666666,31659.35588123699,CHN,False,Walnuts; with shell,Temperate nuts,,,,,0.00010531390828970491,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
32,2.2765471270877412e-11,1.1298402396346182e-12,6496.833333333333,322.4349561166189,HUN,False,Walnuts; with shell,Temperate nuts,,,,,1.4790347260167873e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
10,2.328581064854833e-10,1.927188997209379e-11,276.3333333333333,22.87000299599974,PRT,False,Hazelnuts; with shell,Temperate nuts,,,,,6.434645675882188e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
9,4.103832199197375e-11,1.069231351879513e-11,713.8333333333334,185.9854260518918,ROU,False,Hazelnuts; with shell,Temperate nuts,,,,,2.9294522181937266e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
8,3.106423531690028e-11,2.3757058936619566e-12,4925.833333333333,376.71396581098116,SRB,False,Hazelnuts; with shell,Temperate nuts,,,,,1.5301724579849797e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
7,2.9468799279713115e-11,6.62567179658283e-12,237.33333333333334,53.361277401557075,SVN,False,Hazelnuts; with shell,Temperate nuts,,,,,6.993928362385246e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
6,2.372512346332232e-10,2.3236090501930995e-11,9545.0,934.825414478851,ESP,False,Hazelnuts; with shell,Temperate nuts,,,,,2.2645630345741154e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
5,2.7354414529431756e-10,8.653750552104238e-13,998.6666666666666,3.1593482684695404,TJK,False,Hazelnuts; with shell,Temperate nuts,,,,,2.7317941976725846e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
11,2.007827372292865e-11,1.34917635748137e-12,5877.166666666667,394.9211184715434,POL,False,Hazelnuts; with shell,Temperate nuts,,,,,1.180033610486055e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
4,2.2998816305455792e-10,1.4285157371146617e-12,45.166666666666664,0.28054180384339106,TUN,False,Hazelnuts; with shell,Temperate nuts,,,,,1.0387798697964198e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
2,1.7188117438132928e-10,4.8074919448416114e-11,23.333333333333332,6.526300069150407,UKR,False,Hazelnuts; with shell,Temperate nuts,,,,,4.010560735564349e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
1,9.329045799819801e-11,1.10458067038142e-11,42033.5,4976.560769971791,USA,False,Hazelnuts; with shell,Temperate nuts,,,,,3.921324466267256e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
0,1.9220309133399958e-10,3.2841688060140742e-12,3685.3333333333335,62.971186826757304,UZB,False,Hazelnuts; with shell,Temperate nuts,,,,,7.083324592628998e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
18,1.0762614274926966e-10,1.6061743317141847e-13,2760.1666666666665,4.119173775478839,AFG,False,Pistachios,Temperate nuts,,,,,2.970660916784425e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
17,1.0353924007791582e-09,2.6082906897334458e-12,1469.8333333333333,3.6622448084524666,AUS,False,Pistachios,Temperate nuts,,,,,1.5218542637452327e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
16,1.1252664770671767e-10,8.599224551926665e-12,23.166666666666668,1.7703839299031323,AZE,False,Pistachios,Temperate nuts,,,,,2.6068673385389594e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
3,1.9354770261938085e-10,1.4900881831371762e-11,616174.3333333334,47438.12922678378,TUR,False,Hazelnuts; with shell,Temperate nuts,,,,,0.00011925912662969526,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
12,2.505425974047944e-12,6.310168769321603e-15,329.8333333333333,0.8305509104292252,MNG,False,Hazelnuts; with shell,Temperate nuts,,,,,8.263730004401469e-10,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
13,6.226654322008567e-11,1.5001807962444641e-12,346.6666666666667,8.352200863201226,MDA,False,Hazelnuts; with shell,Temperate nuts,,,,,2.158573498296303e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
14,1.5797486373974183e-10,1.0337201293892342e-12,4307.666666666667,28.1875333620563,KGZ,False,Hazelnuts; with shell,Temperate nuts,,,,,6.805030547028946e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
29,1.0188757434423706e-10,6.4205860923828835e-12,410.1666666666667,25.84721849065589,ARM,False,Hazelnuts; with shell,Temperate nuts,,,,,4.17908867435279e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
28,2.4598801424303425e-10,1.893797576664855e-11,44564.333333333336,3430.891815278959,AZE,False,Hazelnuts; with shell,Temperate nuts,,,,,1.0962291862731326e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
27,3.4116601876021605e-11,1.588462266506519e-13,1274.3333333333333,5.93327091103244,BLR,False,Hazelnuts; with shell,Temperate nuts,,,,,4.3475922990676864e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
26,1.0667642310418939e-10,2.0327663254316412e-11,427.8333333333333,81.52552997090568,BGR,False,Hazelnuts; with shell,Temperate nuts,,,,,4.563972968474236e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
25,2.568991204128644e-10,1.2051172934021102e-12,162.16666666666666,0.7607257743127308,CMR,False,Hazelnuts; with shell,Temperate nuts,,,,,4.166047402695284e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
24,2.154469324269974e-09,4.34564255856507e-10,22344.833333333332,4507.032039039208,CHL,False,Hazelnuts; with shell,Temperate nuts,,,,,4.8141257972591855e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
23,1.9700637725778848e-10,1.2239333150385788e-12,24343.5,151.04060344453373,CHN,False,Hazelnuts; with shell,Temperate nuts,,,,,4.795824744774974e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
22,1.0047487708596245e-10,1.2898215419345004e-11,1839.6666666666667,236.16268717732453,HRV,False,Hazelnuts; with shell,Temperate nuts,,,,,1.848402822124756e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
21,1.323684496019814e-10,1.6542610182309964e-11,24.5,3.061862178478973,CYP,False,Hazelnuts; with shell,Temperate nuts,,,,,3.2430270152485444e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
20,1.0614219270035652e-11,1.803126850314421e-21,4.0,0.0,DNK,False,Hazelnuts; with shell,Temperate nuts,,,,,4.245687708014261e-11,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
19,3.3993257884981115e-10,3.342849824301408e-11,26650.0,2620.7240305771315,GEO,False,Hazelnuts; with shell,Temperate nuts,,,,,9.059203226347467e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
18,1.061226915071641e-10,1.726467308114629e-11,755.1666666666666,122.855022206996,GRC,False,Hazelnuts; with shell,Temperate nuts,,,,,8.014031920316009e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
17,6.190694339194499e-11,8.88604907924244e-12,128.5,18.444737280138565,HUN,False,Hazelnuts; with shell,Temperate nuts,,,,,7.955042225864931e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
16,2.9344228251154553e-10,5.130460387148513e-12,13650.333333333334,238.6483543564402,IRN,False,Hazelnuts; with shell,Temperate nuts,,,,,4.005584970376768e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
15,8.55470496615664e-11,4.575581737118779e-12,120881.0,6465.453339781279,ITA,False,Hazelnuts; with shell,Temperate nuts,,,,,1.0341012910139808e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
15,1.3379265206334303e-10,1.0224009988091983e-12,80505.16666666667,614.664742254158,CHN,False,Pistachios,Temperate nuts,,,,,1.0770999753134774e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
31,1.7005676238194624e-10,2.0450768882720295e-12,34000.0,408.24829046386304,IND,False,Walnuts; with shell,Temperate nuts,,,,,5.781929920986172e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
14,7.500844548613597e-10,8.41981998832759e-16,10.0,0.0,CYP,False,Pistachios,Temperate nuts,,,,,7.500844548613597e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
12,1.3910916888810503e-10,2.7165578087111116e-11,387571.8333333333,75685.94794992467,IRN,False,Pistachios,Temperate nuts,,,,,5.391479561943916e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
46,1.4183850691672939e-11,6.417367476021679e-14,375.6666666666667,1.699673171197595,BEL,False,Walnuts; with shell,Temperate nuts,,,,,5.328399909838468e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
45,1.4810994923108816e-10,6.3586965782655015e-12,221.5,9.509498175800633,BTN,False,Walnuts; with shell,Temperate nuts,,,,,3.2806353754686027e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
44,4.7055650855096174e-11,6.9535541837790245e-12,4462.666666666667,659.4615929624656,BIH,False,Walnuts; with shell,Temperate nuts,,,,,2.0999368454934254e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
43,6.944315872692232e-10,6.251838038115064e-11,5847.166666666667,526.4092417642521,BRA,False,Walnuts; with shell,Temperate nuts,,,,,4.060457229361026e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
42,7.468399958014834e-11,4.341868507440833e-12,4474.166666666667,260.1125201679999,BGR,False,Walnuts; with shell,Temperate nuts,,,,,3.3414866145484703e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
41,8.650519123112975e-10,8.284556048755884e-11,119166.66666666667,11412.509380954323,CHL,False,Walnuts; with shell,Temperate nuts,,,,,0.00010308535288376295,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
47,8.13782036048505e-12,2.461883692674381e-14,16229.166666666666,49.09707881481493,BLR,False,Walnuts; with shell,Temperate nuts,,,,,1.320700429337053e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
55,2.3201488676061635e-09,5.467504380722278e-12,81.66666666666667,0.19245008972987526,HND,False,Groundnuts; with shell,Temperate nuts,,,,,1.894788241878367e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
38,2.5712959804361786e-10,9.909365460518752e-12,123.5,4.759493437097879,CYP,False,Walnuts; with shell,Temperate nuts,,,,,3.175550535838681e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
37,4.556572544247008e-11,5.9103028911547316e-12,117.16666666666667,15.197617990744227,CZE,False,Walnuts; with shell,Temperate nuts,,,,,5.338784164342745e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
36,3.5053430362835023e-12,5.8659454088642034e-15,24056.333333333332,40.25658446257696,EGY,False,Walnuts; with shell,Temperate nuts,,,,,8.432570052851468e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
35,4.051830382371458e-10,4.6309501708604836e-11,5383.333333333333,615.2762101810981,GEO,False,Walnuts; with shell,Temperate nuts,,,,,2.1812353558433013e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
34,1.0038432439516752e-11,2.640782043762421e-14,18230.666666666668,47.95889443633532,DEU,False,Walnuts; with shell,Temperate nuts,,,,,1.8300731566068342e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
33,8.361673423513208e-11,3.958469021598652e-12,31636.666666666668,1497.6997857208062,GRC,False,Walnuts; with shell,Temperate nuts,,,,,2.6453547487521287e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
39,1.5037010707056793e-10,4.958979701862264e-11,1470.1666666666667,484.83882869961525,HRV,False,Walnuts; with shell,Temperate nuts,,,,,2.2106911907824661e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
48,8.893290528310343e-11,3.659562877804755e-12,10998.166666666666,452.5713213692688,AZE,False,Walnuts; with shell,Temperate nuts,,,,,9.78098914454452e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
49,2.1381410394614983e-12,3.7818001945346513e-13,3493.5,617.9068048212808,AUT,False,Walnuts; with shell,Temperate nuts,,,,,7.469595721358745e-09,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
50,1.844784092199056e-09,2.031926001944392e-10,4448.166666666667,489.93777477160114,AUS,False,Walnuts; with shell,Temperate nuts,,,,,8.205907106116768e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
11,1.3858414350691168e-10,1.7048376061720375e-12,3796.6666666666665,46.70522216816635,ITA,False,Pistachios,Temperate nuts,,,,,5.261577981812413e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
10,3.401399244982677e-10,3.7630396518619166e-11,638.0,70.58328414008518,JOR,False,Pistachios,Temperate nuts,,,,,2.170092718298948e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
9,6.951112987300712e-11,2.41223218447094e-14,898.5,0.3118047822311618,KGZ,False,Pistachios,Temperate nuts,,,,,6.24557501908969e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
8,4.504192033041394e-08,4.114297679261408e-09,3869.6666666666665,353.46983736370765,MDG,False,Pistachios,Temperate nuts,,,,,0.00017429721770525849,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
7,2.700356230162582e-09,4.147031686098787e-10,58.833333333333336,9.03516791538814,MEX,False,Pistachios,Temperate nuts,,,,,1.5887095820789857e-07,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
6,6.425051858485494e-11,6.2471807527718205e-12,584.6666666666666,56.84807563764762,PAK,False,Pistachios,Temperate nuts,,,,,3.756513653261185e-08,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
5,4.518730844369722e-10,8.753361717844124e-11,5254.0,1017.7672458212961,ESP,False,Pistachios,Temperate nuts,,,,,2.374141185631852e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
4,1.8491633634992578e-10,1.6610445818682766e-11,52691.166666666664,4733.079760911298,SYR,False,Pistachios,Temperate nuts,,,,,9.743457498003331e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
3,1.867744034979745e-09,4.5208888789091714e-11,3204.6666666666665,77.56920446595726,TUN,False,Pistachios,Temperate nuts,,,,,5.98549705076509e-06,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
2,1.3627150656131847e-10,2.594613546512818e-11,168896.0,32157.84873954655,TUR,False,Pistachios,Temperate nuts,,,,,2.3015712372180446e-05,6.959368808308952e-11,1.0343308873988472e-10,2.43488213015524e-10
